SEASON_ID,TEAM_ID_A,TEAM_ABBREVIATION_A,TEAM_NAME_A,GAME_ID,GAME_DATE,MATCHUP,WL_A,MIN_A,FGM_A,FGA_A,FG_PCT_A,FG3M_A,FG3A_A,FG3_PCT_A,FTM_A,FTA_A,FT_PCT_A,OREB_A,DREB_A,REB_A,AST_A,STL_A,BLK_A,TOV_A,PF_A,PTS_A,PLUS_MINUS_A,TEAM_ID_B,TEAM_ABBREVIATION_B,TEAM_NAME_B,WL_B,MIN_B,FGM_B,FGA_B,FG_PCT_B,FG3M_B,FG3A_B,FG3_PCT_B,FTM_B,FTA_B,FT_PCT_B,OREB_B,DREB_B,REB_B,AST_B,STL_B,BLK_B,TOV_B,PF_B,PTS_B,PLUS_MINUS_B
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000065,2010-06-18,LAS vs. CON,L,200.0,29.0,66.0,0.439,7.0,17.0,0.412,10.0,13.0,0.769,4.0,22.0,26.0,20.0,8.0,6.0,12.0,13.0,75.0,-3.0,1611661323.0,CON,Connecticut Sun,W,200.0,33.0,68.0,0.485,5.0,18.0,0.278,7.0,9.0,0.778,9.0,35.0,44.0,15.0,7.0,1.0,19.0,19.0,78.0,3.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000068,2010-06-19,TUL vs. MIN,L,200.0,29.0,58.0,0.5,4.0,11.0,0.364,16.0,24.0,0.667,11.0,19.0,30.0,14.0,5.0,3.0,21.0,17.0,78.0,-14.0,1611661324.0,MIN,Minnesota Lynx,W,200.0,35.0,69.0,0.507,12.0,19.0,0.632,10.0,15.0,0.667,12.0,15.0,27.0,21.0,12.0,1.0,13.0,21.0,92.0,14.0
22010.0,1611661325.0,IND,Indiana Fever,1021000067,2010-06-19,IND vs. ATL,W,200.0,33.0,75.0,0.44,8.0,19.0,0.421,20.0,26.0,0.769,14.0,18.0,32.0,20.0,16.0,1.0,12.0,22.0,94.0,3.0,1611661330.0,ATL,Atlanta Dream,L,200.0,30.0,56.0,0.536,6.0,17.0,0.353,25.0,31.0,0.806,10.0,28.0,38.0,18.0,7.0,3.0,23.0,28.0,91.0,-3.0
22010.0,1611661322.0,WAS,Washington Mystics,1021000066,2010-06-19,WAS vs. CHI,W,225.0,22.0,65.0,0.338,6.0,17.0,0.353,15.0,21.0,0.714,16.0,23.0,39.0,12.0,14.0,0.0,24.0,22.0,65.0,4.0,1611661329.0,CHI,Chicago Sky,L,225.0,23.0,50.0,0.46,2.0,11.0,0.182,13.0,19.0,0.684,3.0,21.0,24.0,13.0,9.0,6.0,23.0,24.0,61.0,-4.0
22010.0,1611661317.0,PHO,Phoenix Mercury,1021000069,2010-06-20,PHO vs. CON,L,200.0,32.0,71.0,0.451,6.0,20.0,0.3,24.0,29.0,0.828,7.0,31.0,38.0,13.0,3.0,3.0,8.0,17.0,94.0,-2.0,1611661323.0,CON,Connecticut Sun,W,200.0,38.0,82.0,0.463,10.0,18.0,0.556,10.0,18.0,0.556,15.0,30.0,45.0,22.0,6.0,1.0,9.0,20.0,96.0,2.0
22010.0,1611661328.0,SEA,Seattle Storm,1021000070,2010-06-20,SEA vs. SAN,W,200.0,33.0,73.0,0.452,4.0,20.0,0.2,12.0,13.0,0.923,17.0,29.0,46.0,18.0,10.0,5.0,15.0,21.0,82.0,21.0,1611661319.0,SAN,San Antonio Silver Stars,L,200.0,22.0,59.0,0.373,4.0,17.0,0.235,13.0,20.0,0.65,6.0,17.0,23.0,13.0,5.0,3.0,16.0,12.0,61.0,-21.0
22010.0,1611661323.0,CON,Connecticut Sun,1021000071,2010-06-22,CON vs. CHI,L,200.0,33.0,78.0,0.423,6.0,24.0,0.25,5.0,8.0,0.625,13.0,23.0,36.0,18.0,7.0,5.0,11.0,17.0,77.0,-9.0,1611661329.0,CHI,Chicago Sky,W,200.0,30.0,64.0,0.469,6.0,8.0,0.75,20.0,24.0,0.833,10.0,25.0,35.0,15.0,6.0,4.0,13.0,16.0,86.0,9.0
22010.0,1611661313.0,NYL,New York Liberty,1021000072,2010-06-22,NYL vs. MIN,L,200.0,24.0,59.0,0.407,5.0,16.0,0.313,15.0,18.0,0.833,8.0,20.0,28.0,16.0,11.0,2.0,16.0,18.0,68.0,-7.0,1611661324.0,MIN,Minnesota Lynx,W,200.0,27.0,59.0,0.458,5.0,11.0,0.455,16.0,20.0,0.8,7.0,19.0,26.0,16.0,12.0,2.0,14.0,15.0,75.0,7.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000073,2010-06-23,ATL vs. TUL,W,200.0,36.0,81.0,0.444,7.0,17.0,0.412,17.0,25.0,0.68,10.0,32.0,42.0,27.0,9.0,10.0,19.0,20.0,96.0,6.0,1611661321.0,TUL,Tulsa Shock,L,200.0,33.0,76.0,0.434,7.0,14.0,0.5,17.0,27.0,0.63,8.0,28.0,36.0,23.0,16.0,5.0,16.0,23.0,90.0,-6.0
22010.0,1611661322.0,WAS,Washington Mystics,1021000074,2010-06-24,WAS vs. LAS,W,200.0,27.0,65.0,0.415,2.0,8.0,0.25,12.0,12.0,1.0,11.0,23.0,34.0,14.0,12.0,1.0,14.0,17.0,68.0,15.0,1611661320.0,LAS,Los Angeles Sparks,L,200.0,19.0,53.0,0.358,4.0,14.0,0.286,11.0,13.0,0.846,4.0,20.0,24.0,10.0,7.0,3.0,22.0,13.0,53.0,-15.0
22010.0,1611661328.0,SEA,Seattle Storm,1021000078,2010-06-25,SEA vs. IND,W,200.0,28.0,54.0,0.519,10.0,15.0,0.667,19.0,32.0,0.594,13.0,18.0,31.0,20.0,9.0,4.0,20.0,18.0,85.0,4.0,1611661325.0,IND,Indiana Fever,L,200.0,29.0,56.0,0.518,9.0,17.0,0.529,14.0,18.0,0.778,5.0,18.0,23.0,16.0,7.0,5.0,18.0,26.0,81.0,-4.0
22010.0,1611661323.0,CON,Connecticut Sun,1021000075,2010-06-25,CON vs. PHO,W,200.0,27.0,72.0,0.375,6.0,19.0,0.316,22.0,29.0,0.759,11.0,34.0,45.0,20.0,8.0,2.0,10.0,20.0,82.0,3.0,1611661317.0,PHO,Phoenix Mercury,L,200.0,25.0,66.0,0.379,5.0,23.0,0.217,24.0,28.0,0.857,5.0,34.0,39.0,19.0,3.0,3.0,15.0,24.0,79.0,-3.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000077,2010-06-25,CHI vs. WAS,W,200.0,27.0,62.0,0.435,3.0,13.0,0.231,22.0,27.0,0.815,5.0,25.0,30.0,18.0,11.0,4.0,11.0,14.0,79.0,7.0,1611661322.0,WAS,Washington Mystics,L,200.0,29.0,69.0,0.42,4.0,21.0,0.19,10.0,16.0,0.625,9.0,25.0,34.0,13.0,6.0,2.0,18.0,22.0,72.0,-7.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000076,2010-06-25,TUL vs. NYL,L,200.0,28.0,73.0,0.384,5.0,13.0,0.385,17.0,23.0,0.739,12.0,20.0,32.0,15.0,12.0,6.0,19.0,12.0,78.0,-14.0,1611661313.0,NYL,New York Liberty,W,200.0,32.0,62.0,0.516,14.0,22.0,0.636,14.0,16.0,0.875,3.0,27.0,30.0,28.0,9.0,4.0,22.0,20.0,92.0,14.0
22010.0,1611661319.0,SAN,San Antonio Silver Stars,1021000079,2010-06-26,SAN vs. MIN,W,200.0,28.0,53.0,0.528,6.0,13.0,0.462,18.0,20.0,0.9,5.0,32.0,37.0,17.0,5.0,5.0,17.0,18.0,80.0,14.0,1611661324.0,MIN,Minnesota Lynx,L,200.0,25.0,65.0,0.385,3.0,10.0,0.3,13.0,21.0,0.619,4.0,19.0,23.0,9.0,9.0,2.0,9.0,17.0,66.0,-14.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000080,2010-06-27,ATL vs. LAS,W,200.0,32.0,76.0,0.421,6.0,17.0,0.353,19.0,35.0,0.543,18.0,24.0,42.0,17.0,11.0,4.0,15.0,23.0,89.0,8.0,1611661320.0,LAS,Los Angeles Sparks,L,200.0,28.0,63.0,0.444,3.0,11.0,0.273,22.0,26.0,0.846,7.0,29.0,36.0,16.0,6.0,5.0,24.0,27.0,81.0,-8.0
22010.0,1611661313.0,NYL,New York Liberty,1021000081,2010-06-27,NYL vs. CON,W,200.0,29.0,73.0,0.397,5.0,16.0,0.313,14.0,15.0,0.933,15.0,20.0,35.0,18.0,12.0,4.0,7.0,20.0,77.0,9.0,1611661323.0,CON,Connecticut Sun,L,200.0,23.0,60.0,0.383,8.0,22.0,0.364,14.0,19.0,0.737,13.0,27.0,40.0,14.0,4.0,7.0,21.0,17.0,68.0,-9.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000083,2010-06-27,TUL vs. SEA,L,200.0,27.0,62.0,0.435,4.0,10.0,0.4,14.0,21.0,0.667,9.0,17.0,26.0,15.0,14.0,4.0,20.0,23.0,72.0,-11.0,1611661328.0,SEA,Seattle Storm,W,200.0,25.0,56.0,0.446,9.0,22.0,0.409,24.0,31.0,0.774,12.0,26.0,38.0,18.0,11.0,1.0,25.0,24.0,83.0,11.0
22010.0,1611661322.0,WAS,Washington Mystics,1021000082,2010-06-27,WAS vs. PHO,W,200.0,37.0,68.0,0.544,4.0,10.0,0.4,17.0,21.0,0.81,8.0,27.0,35.0,21.0,8.0,2.0,10.0,19.0,95.0,10.0,1611661317.0,PHO,Phoenix Mercury,L,200.0,31.0,69.0,0.449,8.0,18.0,0.444,15.0,19.0,0.789,8.0,22.0,30.0,20.0,6.0,2.0,14.0,21.0,85.0,-10.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000084,2010-06-27,CHI vs. IND,L,200.0,19.0,57.0,0.333,9.0,23.0,0.391,17.0,24.0,0.708,10.0,27.0,37.0,13.0,9.0,3.0,21.0,14.0,64.0,-6.0,1611661325.0,IND,Indiana Fever,W,200.0,24.0,62.0,0.387,10.0,17.0,0.588,12.0,15.0,0.8,8.0,19.0,27.0,16.0,9.0,4.0,12.0,21.0,70.0,6.0
22010.0,1611661328.0,SEA,Seattle Storm,1021000088,2010-06-29,SEA vs. SAN,W,200.0,33.0,65.0,0.508,6.0,21.0,0.286,14.0,19.0,0.737,8.0,24.0,32.0,18.0,4.0,3.0,9.0,23.0,86.0,14.0,1611661319.0,SAN,San Antonio Silver Stars,L,200.0,21.0,54.0,0.389,5.0,19.0,0.263,25.0,29.0,0.862,6.0,22.0,28.0,5.0,2.0,1.0,12.0,20.0,72.0,-14.0
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000089,2010-06-29,LAS vs. NYL,L,200.0,25.0,56.0,0.446,4.0,13.0,0.308,14.0,18.0,0.778,8.0,14.0,22.0,15.0,6.0,5.0,12.0,14.0,68.0,-12.0,1611661313.0,NYL,New York Liberty,W,200.0,31.0,68.0,0.456,6.0,13.0,0.462,12.0,12.0,1.0,14.0,21.0,35.0,18.0,8.0,2.0,15.0,16.0,80.0,12.0
22010.0,1611661322.0,WAS,Washington Mystics,1021000085,2010-06-29,WAS vs. IND,W,200.0,24.0,58.0,0.414,5.0,12.0,0.417,15.0,20.0,0.75,12.0,23.0,35.0,15.0,7.0,2.0,20.0,16.0,68.0,3.0,1611661325.0,IND,Indiana Fever,L,200.0,23.0,54.0,0.426,5.0,11.0,0.455,14.0,18.0,0.778,5.0,19.0,24.0,14.0,5.0,5.0,12.0,25.0,65.0,-3.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000086,2010-06-29,ATL vs. PHO,W,200.0,34.0,72.0,0.472,4.0,12.0,0.333,22.0,28.0,0.786,14.0,25.0,39.0,24.0,8.0,4.0,18.0,12.0,94.0,6.0,1611661317.0,PHO,Phoenix Mercury,L,200.0,36.0,69.0,0.522,6.0,20.0,0.3,10.0,13.0,0.769,6.0,19.0,25.0,23.0,14.0,5.0,17.0,21.0,88.0,-6.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000087,2010-06-29,TUL vs. CON,L,200.0,36.0,72.0,0.5,3.0,13.0,0.231,14.0,23.0,0.609,8.0,17.0,25.0,18.0,8.0,4.0,15.0,24.0,89.0,-12.0,1611661323.0,CON,Connecticut Sun,W,200.0,37.0,74.0,0.5,7.0,18.0,0.389,20.0,24.0,0.833,14.0,27.0,41.0,20.0,4.0,3.0,19.0,23.0,101.0,12.0
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000093,2010-07-01,LAS vs. SAN,W,200.0,26.0,56.0,0.464,7.0,16.0,0.438,14.0,16.0,0.875,3.0,24.0,27.0,17.0,8.0,6.0,16.0,15.0,73.0,10.0,1611661319.0,SAN,San Antonio Silver Stars,L,200.0,26.0,60.0,0.433,5.0,14.0,0.357,6.0,7.0,0.857,3.0,25.0,28.0,17.0,7.0,1.0,19.0,21.0,63.0,-10.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000091,2010-07-01,CHI vs. CON,W,200.0,34.0,58.0,0.586,9.0,20.0,0.45,15.0,20.0,0.75,10.0,23.0,33.0,27.0,8.0,6.0,17.0,18.0,92.0,12.0,1611661323.0,CON,Connecticut Sun,L,200.0,32.0,73.0,0.438,8.0,19.0,0.421,8.0,15.0,0.533,17.0,13.0,30.0,15.0,8.0,2.0,15.0,18.0,80.0,-12.0
22010.0,1611661317.0,PHO,Phoenix Mercury,1021000092,2010-07-01,PHO vs. WAS,L,200.0,39.0,68.0,0.574,6.0,13.0,0.462,20.0,23.0,0.87,5.0,22.0,27.0,24.0,8.0,2.0,15.0,22.0,104.0,-3.0,1611661322.0,WAS,Washington Mystics,W,200.0,35.0,69.0,0.507,11.0,25.0,0.44,26.0,33.0,0.788,10.0,24.0,34.0,18.0,7.0,3.0,14.0,18.0,107.0,3.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000090,2010-07-01,ATL vs. MIN,W,200.0,30.0,67.0,0.448,4.0,15.0,0.267,12.0,17.0,0.706,5.0,32.0,37.0,21.0,14.0,5.0,21.0,19.0,76.0,18.0,1611661324.0,MIN,Minnesota Lynx,L,200.0,20.0,67.0,0.299,0.0,12.0,0.0,18.0,25.0,0.72,9.0,25.0,34.0,8.0,6.0,3.0,20.0,18.0,58.0,-18.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000096,2010-07-03,TUL vs. WAS,L,200.0,16.0,58.0,0.276,3.0,7.0,0.429,19.0,24.0,0.792,8.0,18.0,26.0,3.0,14.0,8.0,18.0,24.0,54.0,-15.0,1611661322.0,WAS,Washington Mystics,W,200.0,24.0,61.0,0.393,3.0,13.0,0.231,18.0,22.0,0.818,17.0,28.0,45.0,14.0,8.0,1.0,24.0,19.0,69.0,15.0
22010.0,1611661317.0,PHO,Phoenix Mercury,1021000097,2010-07-03,PHO vs. NYL,W,200.0,33.0,70.0,0.471,9.0,15.0,0.6,22.0,27.0,0.815,9.0,30.0,39.0,18.0,6.0,1.0,22.0,20.0,97.0,15.0,1611661313.0,NYL,New York Liberty,L,200.0,30.0,73.0,0.411,4.0,19.0,0.211,18.0,21.0,0.857,7.0,23.0,30.0,18.0,12.0,3.0,13.0,24.0,82.0,-15.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000095,2010-07-03,ATL vs. CHI,L,200.0,25.0,78.0,0.321,2.0,13.0,0.154,30.0,39.0,0.769,22.0,24.0,46.0,11.0,8.0,3.0,14.0,28.0,82.0,-6.0,1611661329.0,CHI,Chicago Sky,W,200.0,25.0,61.0,0.41,3.0,9.0,0.333,35.0,42.0,0.833,10.0,25.0,35.0,10.0,10.0,6.0,14.0,30.0,88.0,6.0
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000094,2010-07-03,LAS vs. SEA,L,200.0,21.0,62.0,0.339,6.0,15.0,0.4,14.0,17.0,0.824,10.0,26.0,36.0,12.0,2.0,1.0,12.0,16.0,62.0,-13.0,1611661328.0,SEA,Seattle Storm,W,200.0,26.0,62.0,0.419,11.0,27.0,0.407,12.0,14.0,0.857,8.0,23.0,31.0,18.0,4.0,1.0,9.0,19.0,75.0,13.0
22010.0,1611661328.0,SEA,Seattle Storm,1021000098,2010-07-06,SEA vs. NYL,W,200.0,30.0,54.0,0.556,8.0,12.0,0.667,10.0,16.0,0.625,9.0,27.0,36.0,15.0,2.0,6.0,18.0,12.0,78.0,8.0,1611661313.0,NYL,New York Liberty,L,200.0,27.0,72.0,0.375,6.0,18.0,0.333,10.0,14.0,0.714,15.0,13.0,28.0,14.0,11.0,1.0,9.0,18.0,70.0,-8.0
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000101,2010-07-06,LAS vs. PHO,L,200.0,32.0,72.0,0.444,9.0,24.0,0.375,16.0,18.0,0.889,8.0,25.0,33.0,21.0,8.0,4.0,14.0,19.0,89.0,-9.0,1611661317.0,PHO,Phoenix Mercury,W,200.0,35.0,74.0,0.473,7.0,24.0,0.292,21.0,21.0,1.0,6.0,28.0,34.0,23.0,7.0,3.0,13.0,15.0,98.0,9.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000099,2010-07-06,CHI vs. IND,L,200.0,16.0,58.0,0.276,2.0,8.0,0.25,17.0,20.0,0.85,12.0,22.0,34.0,12.0,9.0,3.0,18.0,13.0,51.0,-7.0,1611661325.0,IND,Indiana Fever,W,200.0,23.0,54.0,0.426,4.0,15.0,0.267,8.0,10.0,0.8,6.0,28.0,34.0,17.0,10.0,3.0,22.0,23.0,58.0,7.0
22010.0,1611661319.0,SAN,San Antonio Silver Stars,1021000100,2010-07-06,SAN vs. CON,W,200.0,33.0,64.0,0.516,5.0,18.0,0.278,8.0,10.0,0.8,3.0,29.0,32.0,22.0,7.0,0.0,12.0,13.0,79.0,13.0,1611661323.0,CON,Connecticut Sun,L,200.0,28.0,72.0,0.389,2.0,13.0,0.154,8.0,11.0,0.727,8.0,27.0,35.0,14.0,7.0,4.0,11.0,13.0,66.0,-13.0
22010.0,1611661330.0,ATL,Atlanta Dream,1021000102,2010-07-07,ATL vs. CON,W,225.0,41.0,88.0,0.466,4.0,18.0,0.222,22.0,31.0,0.71,11.0,40.0,51.0,28.0,5.0,6.0,11.0,22.0,108.0,5.0,1611661323.0,CON,Connecticut Sun,L,225.0,37.0,94.0,0.394,4.0,14.0,0.286,25.0,30.0,0.833,12.0,37.0,49.0,27.0,6.0,6.0,10.0,23.0,103.0,-5.0
22010.0,1611661325.0,IND,Indiana Fever,1021000103,2010-07-08,IND vs. TUL,W,200.0,38.0,70.0,0.543,5.0,15.0,0.333,19.0,22.0,0.864,7.0,35.0,42.0,17.0,9.0,12.0,16.0,18.0,100.0,28.0,1611661321.0,TUL,Tulsa Shock,L,200.0,29.0,81.0,0.358,9.0,21.0,0.429,5.0,14.0,0.357,12.0,24.0,36.0,19.0,11.0,5.0,18.0,20.0,72.0,-28.0
22010.0,1611661324.0,MIN,Minnesota Lynx,1021000104,2010-07-08,MIN vs. SAN,W,200.0,33.0,62.0,0.532,4.0,14.0,0.286,19.0,31.0,0.613,11.0,27.0,38.0,17.0,10.0,2.0,14.0,20.0,89.0,23.0,1611661319.0,SAN,San Antonio Silver Stars,L,200.0,24.0,63.0,0.381,5.0,17.0,0.294,13.0,13.0,1.0,3.0,16.0,19.0,14.0,4.0,4.0,15.0,22.0,66.0,-23.0
22010.0,1611661313.0,NYL,New York Liberty,1021000105,2010-07-11,NYL vs. CHI,W,200.0,21.0,60.0,0.35,4.0,16.0,0.25,11.0,14.0,0.786,8.0,27.0,35.0,14.0,8.0,4.0,14.0,16.0,57.0,3.0,1611661329.0,CHI,Chicago Sky,L,200.0,20.0,63.0,0.317,1.0,13.0,0.077,13.0,16.0,0.813,15.0,26.0,41.0,8.0,8.0,5.0,16.0,13.0,54.0,-3.0
22010.0,1611661321.0,TUL,Tulsa Shock,1021000106,2010-07-13,TUL vs. LAS,L,200.0,29.0,71.0,0.408,7.0,18.0,0.389,6.0,11.0,0.545,17.0,18.0,35.0,18.0,7.0,5.0,18.0,17.0,71.0,-16.0,1611661320.0,LAS,Los Angeles Sparks,W,200.0,32.0,64.0,0.5,10.0,24.0,0.417,13.0,16.0,0.813,9.0,22.0,31.0,22.0,12.0,6.0,14.0,11.0,87.0,16.0
22010.0,1611661317.0,PHO,Phoenix Mercury,1021000110,2010-07-14,PHO vs. SEA,L,275.0,41.0,98.0,0.418,8.0,28.0,0.286,17.0,19.0,0.895,9.0,33.0,42.0,18.0,12.0,4.0,15.0,26.0,107.0,-4.0,1611661328.0,SEA,Seattle Storm,W,275.0,40.0,100.0,0.4,11.0,28.0,0.393,20.0,26.0,0.769,18.0,39.0,57.0,26.0,6.0,3.0,18.0,24.0,111.0,4.0
22010.0,1611661324.0,MIN,Minnesota Lynx,1021000109,2010-07-14,MIN vs. ATL,W,200.0,28.0,73.0,0.384,2.0,12.0,0.167,25.0,36.0,0.694,9.0,29.0,38.0,18.0,10.0,2.0,12.0,18.0,83.0,2.0,1611661330.0,ATL,Atlanta Dream,L,200.0,31.0,77.0,0.403,1.0,18.0,0.056,18.0,22.0,0.818,13.0,35.0,48.0,14.0,8.0,8.0,19.0,25.0,81.0,-2.0
22010.0,1611661325.0,IND,Indiana Fever,1021000108,2010-07-14,IND vs. CON,L,200.0,22.0,68.0,0.324,7.0,29.0,0.241,17.0,20.0,0.85,18.0,16.0,34.0,11.0,11.0,4.0,14.0,24.0,68.0,-9.0,1611661323.0,CON,Connecticut Sun,W,200.0,26.0,60.0,0.433,2.0,13.0,0.154,23.0,25.0,0.92,14.0,27.0,41.0,14.0,7.0,4.0,16.0,22.0,77.0,9.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000107,2010-07-14,CHI vs. SAN,W,200.0,37.0,74.0,0.5,4.0,14.0,0.286,10.0,15.0,0.667,13.0,22.0,35.0,21.0,11.0,6.0,4.0,18.0,88.0,27.0,1611661319.0,SAN,San Antonio Silver Stars,L,200.0,25.0,56.0,0.446,5.0,14.0,0.357,6.0,12.0,0.5,8.0,23.0,31.0,15.0,2.0,4.0,17.0,14.0,61.0,-27.0
22010.0,1611661313.0,NYL,New York Liberty,1021000111,2010-07-15,NYL vs. WAS,W,200.0,26.0,56.0,0.464,4.0,10.0,0.4,19.0,22.0,0.864,7.0,21.0,28.0,16.0,13.0,3.0,18.0,25.0,75.0,8.0,1611661322.0,WAS,Washington Mystics,L,200.0,20.0,52.0,0.385,4.0,14.0,0.286,23.0,32.0,0.719,8.0,21.0,29.0,8.0,10.0,1.0,23.0,20.0,67.0,-8.0
22010.0,1611661329.0,CHI,Chicago Sky,1021000114,2010-07-16,CHI vs. LAS,W,200.0,32.0,71.0,0.451,9.0,17.0,0.529,7.0,14.0,0.5,13.0,26.0,39.0,22.0,3.0,7.0,11.0,13.0,80.0,12.0,1611661320.0,LAS,Los Angeles Sparks,L,200.0,29.0,65.0,0.446,2.0,10.0,0.2,8.0,10.0,0.8,3.0,20.0,23.0,20.0,7.0,4.0,4.0,17.0,68.0,-12.0
22010.0,1611661319.0,SAN,San Antonio Silver Stars,1021000113,2010-07-16,SAN vs. TUL,L,200.0,26.0,67.0,0.388,4.0,19.0,0.211,14.0,19.0,0.737,22.0,18.0,40.0,15.0,14.0,0.0,19.0,10.0,70.0,-5.0,1611661321.0,TUL,Tulsa Shock,W,200.0,30.0,56.0,0.536,8.0,16.0,0.5,7.0,8.0,0.875,6.0,17.0,23.0,19.0,9.0,5.0,18.0,18.0,75.0,5.0
22010.0,1611661325.0,IND,Indiana Fever,1021000112,2010-07-16,IND vs. ATL,W,200.0,33.0,64.0,0.516,5.0,15.0,0.333,18.0,21.0,0.857,12.0,21.0,33.0,20.0,15.0,3.0,18.0,24.0,89.0,19.0,1611661330.0,ATL,Atlanta Dream,L,200.0,23.0,59.0,0.39,2.0,7.0,0.286,22.0,28.0,0.786,11.0,17.0,28.0,9.0,14.0,3.0,21.0,21.0,70.0,-19.0
22010.0,1611661317.0,PHO,Phoenix Mercury,1021000117,2010-07-17,PHO vs. TUL,W,200.0,36.0,72.0,0.5,10.0,19.0,0.526,15.0,15.0,1.0,9.0,19.0,28.0,25.0,7.0,8.0,15.0,17.0,97.0,9.0,1611661321.0,TUL,Tulsa Shock,L,200.0,33.0,78.0,0.423,7.0,17.0,0.412,15.0,19.0,0.789,18.0,19.0,37.0,23.0,8.0,8.0,15.0,19.0,88.0,-9.0
22010.0,1611661323.0,CON,Connecticut Sun,1021000116,2010-07-17,CON vs. ATL,W,200.0,33.0,76.0,0.434,6.0,13.0,0.462,24.0,30.0,0.8,12.0,26.0,38.0,19.0,10.0,6.0,10.0,18.0,96.0,16.0,1611661330.0,ATL,Atlanta Dream,L,200.0,31.0,77.0,0.403,3.0,13.0,0.231,15.0,19.0,0.789,18.0,26.0,44.0,18.0,7.0,0.0,16.0,25.0,80.0,-16.0
22010.0,1611661324.0,MIN,Minnesota Lynx,1021000115,2010-07-17,MIN vs. SEA,L,200.0,24.0,69.0,0.348,3.0,9.0,0.333,20.0,30.0,0.667,13.0,18.0,31.0,12.0,12.0,5.0,13.0,16.0,71.0,-2.0,1611661328.0,SEA,Seattle Storm,W,200.0,25.0,59.0,0.424,8.0,23.0,0.348,15.0,15.0,1.0,6.0,31.0,37.0,22.0,7.0,7.0,23.0,26.0,73.0,2.0
22010.0,1611661313.0,NYL,New York Liberty,1021000119,2010-07-18,NYL vs. IND,L,225.0,31.0,77.0,0.403,10.0,27.0,0.37,9.0,10.0,0.9,9.0,24.0,33.0,15.0,9.0,2.0,11.0,15.0,81.0,-3.0,1611661325.0,IND,Indiana Fever,W,225.0,31.0,67.0,0.463,9.0,17.0,0.529,13.0,14.0,0.929,5.0,28.0,33.0,15.0,5.0,4.0,16.0,18.0,84.0,3.0
22010.0,1611661319.0,SAN,San Antonio Silver Stars,1021000118,2010-07-18,SAN vs. LAS,W,200.0,30.0,65.0,0.462,11.0,25.0,0.44,12.0,12.0,1.0,5.0,18.0,23.0,18.0,11.0,1.0,17.0,16.0,83.0,10.0,1611661320.0,LAS,Los Angeles Sparks,L,200.0,25.0,56.0,0.446,3.0,16.0,0.188,20.0,21.0,0.952,10.0,22.0,32.0,20.0,9.0,3.0,23.0,17.0,73.0,-10.0
22010.0,1611661322.0,WAS,Washington Mystics,1021000120,2010-07-18,WAS vs. CHI,L,200.0,20.0,57.0,0.351,4.0,16.0,0.25,15.0,19.0,0.789,10.0,24.0,34.0,12.0,11.0,0.0,17.0,13.0,59.0,-2.0,1611661329.0,CHI,Chicago Sky,W,200.0,24.0,54.0,0.444,6.0,10.0,0.6,7.0,10.0,0.7,5.0,21.0,26.0,15.0,6.0,5.0,17.0,17.0,61.0,2.0
22010.0,1611661319.0,SAN,San Antonio Silver Stars,1021000121,2010-07-20,SAN vs. SEA,L,200.0,30.0,60.0,0.5,5.0,13.0,0.385,9.0,13.0,0.692,13.0,17.0,30.0,19.0,7.0,2.0,19.0,13.0,74.0,-6.0,1611661328.0,SEA,Seattle Storm,W,200.0,29.0,55.0,0.527,8.0,19.0,0.421,14.0,17.0,0.824,8.0,16.0,24.0,18.0,11.0,1.0,15.0,18.0,80.0,6.0
22010.0,1611661320.0,LAS,Los Angeles Sparks,1021000122,2010-07-20,LAS vs. TUL,W,225.0,30.0,74.0,0.405,5.0,19.0,0.263,21.0,26.0,0.808,11.0,25.0,36.0,21.0,11.0,4.0,14.0,21.0,86.0,3.0,1611661321.0,TUL,Tulsa Shock,L,225.0,26.0,71.0,0.366,6.0,22.0,0.273,25.0,28.0,0.893,14.0,27.0,41.0,19.0,10.0,2.0,23.0,25.0,83.0,-3.0
