,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
1861,TEX,W,1,1,1,0,0,0,121.0,BIR,0,0,0,0,0,0,113.0
1862,OKC,W,9,4,1,0,0,0,112.1,TOR,10,6,3,0,0,0,113.4
1863,GBO,W,1,1,1,0,0,0,116.0,CPS,2,2,2,0,0,0,131.5
1864,BOS,W,10,7,4,0,0,0,118.0,DEN,11,8,4,0,0,0,118.2
1865,NYK,W,8,5,2,2,2,2,112.3,DET,3,2,1,0,0,0,107.8
1866,RGV,W,0,0,0,0,0,0,84.0,BIR,0,0,0,0,0,0,122.0
1867,ORL,W,7,3,2,0,0,0,111.4,PHX,9,7,3,0,0,0,114.6
1868,STO,W,0,0,0,0,0,0,115.0,SLC,2,2,2,1,1,1,121.0
1869,GSW,W,7,3,1,0,0,0,116.7,CLE,9,8,3,0,0,0,117.8
1870,RAP,W,2,2,2,1,1,1,113.0,WES,0,0,0,0,0,0,113.33333333333333
1871,LAL,L,3,2,1,0,0,0,107.6,SAC,8,4,3,2,2,2,115.9
1872,SAS,W,6,4,0,0,0,0,112.5,MIL,10,9,4,0,0,0,116.0
1873,LAK,W,1,1,1,0,0,0,117.5,AUS,1,1,1,0,0,0,120.0
1874,MEM,W,11,6,4,0,0,0,115.7,MIN,9,4,1,0,0,0,112.7
1875,OKL,L,2,2,2,1,1,1,129.0,SCW,1,1,1,0,0,0,113.66666666666667
1876,NOP,L,10,5,2,0,0,0,117.0,POR,9,7,3,0,0,0,108.8
1877,WIS,L,1,1,1,0,0,0,108.33333333333333,CLC,2,2,2,1,1,1,112.5
1878,MXC,W,1,1,1,0,0,0,110.5,MHU,2,2,2,1,1,1,117.0
1879,DEL,L,1,1,1,0,0,0,110.0,CCG,1,1,1,0,0,0,116.0
1880,SXF,W,0,0,0,0,0,0,102.0,FWN,2,2,2,0,0,0,141.0
1881,GRG,L,0,0,0,0,0,0,126.0,MCC,0,0,0,0,0,0,110.0
1882,WAS,W,6,4,2,0,0,0,106.3,DAL,8,6,4,0,0,0,110.4
1883,RAP,W,1,1,1,0,0,0,108.5,WES,0,0,0,0,0,0,112.5
1884,SBL,L,2,2,2,0,0,0,120.5,ACC,1,1,1,0,0,0,122.0
1885,ATL,W,9,6,3,0,0,0,116.7,PHI,9,5,3,0,0,0,108.1
1886,MIA,W,8,4,2,0,0,0,108.0,CHA,3,2,0,0,0,0,105.4
1887,STO,L,0,0,0,0,0,0,122.0,SLC,1,1,1,0,0,0,120.0
1888,BKN,W,6,4,3,0,0,0,110.8,NYK,8,5,2,0,0,0,115.0
1889,TOR,W,9,5,3,0,0,0,112.3,HOU,5,2,1,1,1,1,110.7
1890,ORL,W,6,2,1,1,1,1,111.8,DAL,8,7,4,1,1,1,113.2
1891,SAC,W,7,4,3,0,0,0,116.5,CLE,9,8,4,0,0,0,116.3
1892,SAS,L,6,5,1,0,0,0,114.0,MEM,10,6,3,0,0,0,116.2
1893,LAC,W,8,5,4,1,1,1,103.9,LAL,3,2,2,0,0,0,108.4
1894,CHI,L,9,5,3,0,0,0,112.1,NOP,9,5,2,1,1,1,118.5
1895,BOS,W,9,7,4,0,0,0,117.8,DET,3,2,2,0,0,0,107.2
1896,MIN,L,9,4,1,0,0,0,113.6,PHX,8,7,3,1,1,1,112.4
1897,CHA,L,3,2,0,0,0,0,107.1,POR,8,7,3,0,0,0,109.8
1898,OKL,W,1,1,1,0,0,0,134.0,SCW,1,1,1,0,0,0,119.5
1899,ATL,L,9,7,3,0,0,0,116.5,UTA,10,7,4,0,0,0,116.4
1900,IND,L,7,5,4,0,0,0,117.1,DEN,10,7,4,0,0,0,116.2
1901,WIS,L,1,1,1,0,0,0,111.0,CLC,1,1,1,0,0,0,113.0
1902,OKC,L,9,4,2,0,0,0,109.7,MIL,9,9,4,1,1,1,111.4
1903,SBL,W,1,1,1,0,0,0,127.0,GLI,0,0,0,0,0,0,122.0
1904,CHA,L,3,3,1,0,0,0,110.0,WAS,5,4,1,1,1,1,106.9
1905,SAS,L,6,5,2,0,0,0,113.3,DEN,9,7,4,1,1,1,116.6
1906,DAL,W,7,6,4,1,1,1,114.1,BKN,6,4,3,0,0,0,112.2
1907,MCC,L,0,0,0,0,0,0,111.0,WCB,1,1,1,0,0,0,108.5
1908,ATL,W,8,6,3,2,2,2,115.9,MIL,9,9,5,1,1,1,111.3
1909,UTA,W,9,7,4,1,1,1,115.7,LAL,3,2,2,0,0,0,105.4
1910,MIA,L,8,4,2,1,1,1,108.1,POR,7,6,2,0,0,0,108.6
1911,DET,W,2,2,1,0,0,0,107.3,OKC,9,5,3,1,1,1,111.2
1912,ORL,L,6,2,2,0,0,0,110.0,HOU,4,1,0,0,0,0,108.0
1913,GSW,W,6,3,0,1,1,1,117.4,SAC,7,5,3,0,0,0,115.7
1914,MIN,L,9,5,2,0,0,0,114.4,NYK,7,5,1,0,0,0,113.5
1915,MXC,L,1,1,1,0,0,0,120.0,MHU,1,1,1,0,0,0,123.0
1916,LAC,W,7,5,3,0,0,0,102.3,CLE,9,8,5,0,0,0,115.4
1917,CHI,W,8,4,2,1,1,1,111.0,TOR,9,6,3,1,1,1,113.4
1918,PHI,W,8,4,3,0,0,0,109.8,PHX,8,7,4,0,0,0,114.0
1919,MEM,L,10,7,3,0,0,0,117.1,BOS,8,6,3,0,0,0,120.3
1920,IND,W,6,4,3,0,0,0,115.6,NOP,9,6,2,0,0,0,118.3
1921,CPS,W,1,1,1,1,1,1,134.0,LIN,0,0,0,0,0,0,93.0
1922,BIR,L,0,0,0,0,0,0,0.0,LAK,0,0,0,0,0,0,105.0
1923,LAC,L,7,5,3,0,0,0,103.6,UTA,8,7,3,0,0,0,117.0
1924,MNE,W,1,1,1,1,1,1,119.0,WES,0,0,0,0,0,0,111.0
1925,FWN,W,1,1,1,1,1,1,152.0,GRG,0,0,0,0,0,0,129.0
1926,MEM,W,9,7,3,0,0,0,119.4,WAS,5,4,1,0,0,0,106.1
1927,LAL,L,3,2,2,0,0,0,106.7,CLE,8,8,5,0,0,0,114.5
1928,TOR,W,8,6,3,0,0,0,115.8,CHI,8,5,2,1,1,1,112.2
1929,CCG,W,0,0,0,0,0,0,107.0,RAP,1,1,1,1,1,1,110.0
1930,MXC,W,0,0,0,0,0,0,0.0,RGV,0,0,0,0,0,0,0.0
1931,IWA,W,1,1,1,1,1,1,123.0,SXF,0,0,0,0,0,0,105.0
1932,GLI,L,0,0,0,0,0,0,125.0,SLC,0,0,0,0,0,0,0.0
1933,MIL,W,8,8,5,0,0,0,110.9,OKC,9,6,4,0,0,0,113.3
1934,SBL,W,0,0,0,0,0,0,0.0,STO,0,0,0,0,0,0,0.0
1935,FWN,W,0,0,0,0,0,0,0.0,GRG,0,0,0,0,0,0,0.0
1936,DEN,W,8,7,3,0,0,0,116.6,SAS,6,5,2,0,0,0,114.4
1937,WCB,L,1,1,1,1,1,1,115.0,WIS,0,0,0,0,0,0,110.0
1938,ATL,W,7,5,3,0,0,0,113.4,NOP,9,6,3,1,1,1,116.5
1939,SCW,L,1,1,1,1,1,1,129.0,ACC,0,0,0,0,0,0,128.0
1940,GBO,L,1,1,1,1,1,1,128.0,DEL,0,0,0,0,0,0,108.0
1941,CHA,L,3,3,1,0,0,0,110.0,BKN,5,4,2,0,0,0,113.6
1942,MIN,W,8,4,2,0,0,0,111.7,HOU,4,2,0,0,0,0,108.5
1943,CCG,L,0,0,0,0,0,0,0.0,RAP,0,0,0,0,0,0,0.0
1944,PHX,W,7,6,4,0,0,0,114.3,POR,7,6,3,2,2,2,109.8
1945,AUS,W,0,0,0,0,0,0,113.0,TEX,1,1,1,1,1,1,120.0
1946,IWA,W,0,0,0,0,0,0,0.0,SXF,0,0,0,0,0,0,0.0
1947,ORL,L,6,3,2,0,0,0,109.1,SAC,6,5,2,0,0,0,115.7
1948,NYK,L,7,5,2,0,0,0,111.7,BOS,7,6,2,0,0,0,118.2
1949,SAS,L,6,6,3,0,0,0,114.9,LAC,6,4,2,0,0,0,104.0
1950,WAS,L,5,5,2,0,0,0,109.1,BKN,4,4,1,0,0,0,111.5
1951,PHX,L,7,7,5,0,0,0,115.6,POR,6,6,3,1,1,1,112.8
1952,CPS,W,0,0,0,0,0,0,0.0,LIN,0,0,0,0,0,0,0.0
1953,WIS,L,0,0,0,0,0,0,0.0,WCB,0,0,0,0,0,0,0.0
1954,DAL,W,6,6,3,0,0,0,112.8,TOR,8,6,4,0,0,0,114.6
1955,AUS,L,0,0,0,0,0,0,0.0,TEX,0,0,0,0,0,0,0.0
1956,CLC,W,0,0,0,0,0,0,0.0,MCC,0,0,0,0,0,0,0.0
1957,LAL,L,3,3,2,0,0,0,107.5,UTA,7,6,3,0,0,0,114.1
1958,IND,W,5,4,2,0,0,0,116.4,MIA,8,5,3,0,0,0,110.2
1959,NOP,W,8,6,2,0,0,0,116.2,GSW,6,3,1,0,0,0,118.1
1960,PHI,L,8,5,3,0,0,0,109.3,NYK,6,5,2,0,0,0,114.2
1961,BOS,W,6,5,2,0,0,0,117.8,CHI,8,6,3,1,1,1,113.0
1962,DET,L,2,2,1,0,0,0,109.6,CLE,7,7,5,0,0,0,113.0
1963,MHU,W,0,0,0,0,0,0,0.0,LAK,0,0,0,0,0,0,0.0
1964,MIN,L,8,5,2,0,0,0,113.3,MIL,7,7,5,0,0,0,110.3
1965,MEM,W,8,6,3,0,0,0,116.9,CHA,3,3,1,0,0,0,110.8
1966,GLI,L,0,0,0,0,0,0,0.0,OKL,0,0,0,0,0,0,0.0
1967,GBO,W,0,0,0,0,0,0,0.0,DEL,0,0,0,0,0,0,0.0
1968,MNE,W,0,0,0,0,0,0,0.0,WES,0,0,0,0,0,0,0.0
1969,SCW,W,0,0,0,0,0,0,0.0,ACC,0,0,0,0,0,0,0.0
1970,OKC,L,9,7,4,1,1,1,116.7,DEN,7,7,3,1,1,1,115.1
1971,ORL,W,5,3,1,0,0,0,107.0,GSW,6,4,1,0,0,0,118.3
1972,HOU,L,4,2,1,0,0,0,109.4,LAC,5,4,1,1,1,1,103.3
1973,MIA,W,7,5,2,0,0,0,111.0,SAC,6,6,2,1,1,1,115.5
1974,CLE,W,6,6,5,1,1,1,112.8,BOS,6,6,3,0,0,0,119.9
1975,POR,L,6,6,4,0,0,0,112.3,MEM,7,5,2,0,0,0,116.6
1976,NYK,L,6,6,3,0,0,0,116.0,ATL,6,5,2,0,0,0,114.0
1977,DAL,W,5,5,3,1,1,1,113.88888888888889,UTA,7,6,3,0,0,0,114.5
1978,MIL,W,6,6,5,1,1,1,110.0,DET,2,2,1,0,0,0,110.4
1979,CHI,W,7,6,3,0,0,0,113.9,CHA,3,3,2,0,0,0,112.3
1980,LAL,W,2,2,1,0,0,0,105.4,NOP,8,7,3,0,0,0,115.2
1981,PHI,L,8,6,4,1,1,1,109.5,WAS,4,4,1,0,0,0,106.5
1982,SAS,L,6,6,4,0,0,0,114.6,TOR,7,5,3,0,0,0,110.3
1983,MIA,W,6,5,2,0,0,0,110.5,GSW,6,4,2,1,1,1,119.5
1984,PHX,W,6,6,4,0,0,0,116.4,MIN,8,6,3,0,0,0,114.5
1985,OKC,W,8,7,3,0,0,0,118.2,ORL,5,4,1,0,0,0,107.2
1986,BKN,L,4,4,1,0,0,0,109.6,CHI,6,6,2,0,0,0,116.2
1987,LAC,W,4,4,1,0,0,0,105.9,HOU,4,3,1,0,0,0,111.7
1988,MIL,W,5,5,5,0,0,0,109.2,DET,2,2,1,0,0,0,109.7
1989,TOR,W,6,5,2,0,0,0,108.9,ATL,6,6,3,0,0,0,115.4
1990,BKN,W,3,3,1,0,0,0,108.8,IND,5,4,3,1,1,1,116.9
1991,WAS,L,4,4,2,0,0,0,104.1,PHI,7,6,3,0,0,0,109.0
1992,CHA,L,3,3,2,0,0,0,111.2,SAC,5,5,1,0,0,0,115.55555555555556
1993,UTA,W,6,6,3,1,1,1,114.2,MEM,7,6,3,0,0,0,117.0
1994,LAL,W,1,1,0,0,0,0,104.8,DEN,7,7,4,1,1,1,115.4
1995,BOS,W,5,5,3,0,0,0,120.77777777777777,WAS,4,4,3,0,0,0,105.22222222222223
1996,DAL,W,4,4,2,0,0,0,113.875,ORL,5,5,1,1,1,1,106.9
1997,DET,W,1,1,0,0,0,0,106.5,GSW,6,5,2,0,0,0,118.5
1998,SAS,W,5,5,4,1,1,1,113.8,MIN,8,7,3,1,1,1,116.1
1999,LAC,L,4,4,2,0,0,0,107.55555555555556,NOP,7,7,3,0,0,0,116.9
2000,CLE,W,5,5,4,0,0,0,111.88888888888889,NYK,6,6,3,0,0,0,116.88888888888889
2001,PHX,W,5,5,4,0,0,0,115.55555555555556,HOU,4,4,1,0,0,0,114.2
2002,SAC,W,4,4,1,0,0,0,115.125,MIA,6,6,2,0,0,0,110.1
2003,CHA,W,2,2,2,0,0,0,108.5,GSW,6,6,3,0,0,0,116.8
2004,CHI,L,6,6,2,0,0,0,117.8,PHI,6,6,2,0,0,0,110.3
2005,BKN,L,3,3,1,0,0,0,108.0,IND,4,4,2,0,0,0,116.6
2006,DAL,L,4,4,3,1,1,1,114.28571428571429,OKC,7,6,2,0,0,0,116.1
2007,UTA,W,5,5,3,0,0,0,110.0,MEM,7,7,4,0,0,0,115.4
2008,MIL,W,4,4,4,0,0,0,107.66666666666667,ATL,6,6,4,2,2,2,115.44444444444444
2009,WAS,L,4,4,3,1,1,1,103.75,IND,3,3,1,0,0,0,115.44444444444444
2010,SAS,W,4,4,3,0,0,0,110.5,CHI,6,6,3,0,0,0,117.11111111111111
2011,PHX,W,4,4,3,0,0,0,114.5,NOP,7,7,4,0,0,0,117.55555555555556
2012,DET,L,1,1,1,0,0,0,105.88888888888889,ATL,5,5,3,1,1,1,112.875
2013,MIL,W,3,3,3,0,0,0,106.25,NYK,6,6,4,0,0,0,118.0
2014,ORL,W,4,4,0,0,0,0,105.3,CHA,2,2,2,0,0,0,110.22222222222223
2015,MIN,W,7,7,3,2,2,2,117.1,LAL,1,1,0,0,0,0,102.1
2016,TOR,L,6,6,3,1,1,1,111.3,PHI,5,5,1,0,0,0,110.11111111111111
2017,POR,W,5,5,4,0,0,0,109.5,HOU,4,4,1,0,0,0,114.55555555555556
2018,BOS,L,5,5,3,0,0,0,120.5,CLE,4,4,3,0,0,0,109.375
2019,DEN,W,6,6,3,0,0,0,113.8,UTA,5,5,4,1,1,1,111.0
2020,BKN,L,3,3,2,0,0,0,105.875,DAL,3,3,2,0,0,0,111.83333333333333
2021,GSW,W,5,5,2,0,0,0,116.11111111111111,MIA,6,6,2,0,0,0,110.2
2022,OKC,W,6,6,2,1,1,1,115.5,LAC,4,4,2,0,0,0,107.25
2023,SAC,L,4,4,2,0,0,0,115.85714285714286,MEM,6,6,4,0,0,0,114.33333333333333
2024,CLE,W,3,3,3,0,0,0,110.28571428571429,ORL,4,4,1,1,1,1,106.77777777777777
2025,NYK,W,5,5,3,0,0,0,115.71428571428571,CHA,2,2,2,0,0,0,107.625
2026,MIN,W,6,6,2,0,0,0,115.22222222222223,SAS,4,4,3,1,1,1,109.22222222222223
2027,MIL,W,2,2,2,0,0,0,105.71428571428571,BKN,3,3,3,1,1,1,106.85714285714286
2028,CHI,W,5,5,3,0,0,0,116.25,IND,3,3,1,0,0,0,116.25
2029,UTA,W,4,4,3,0,0,0,111.25,HOU,4,4,2,1,1,1,116.25
2030,POR,L,5,5,4,0,0,0,110.77777777777777,MIA,5,5,2,0,0,0,109.22222222222223
2031,DET,L,1,1,1,0,0,0,105.0,ATL,4,4,2,0,0,0,112.14285714285714
2032,DEN,W,5,5,3,0,0,0,114.22222222222223,LAL,1,1,0,0,0,0,102.44444444444444
2033,TOR,W,5,5,3,0,0,0,110.44444444444444,PHI,5,5,2,0,0,0,110.25
2034,OKC,W,5,5,2,0,0,0,116.33333333333333,LAC,4,4,2,0,0,0,109.14285714285714
2035,WAS,W,3,3,3,0,0,0,101.42857142857143,DET,1,1,1,0,0,0,105.85714285714286
2036,PHX,W,3,3,2,0,0,0,111.71428571428571,GSW,5,5,3,0,0,0,117.5
2037,NOP,W,6,6,3,0,0,0,118.125,DAL,3,3,3,0,0,0,112.0
2038,MIN,L,6,6,3,0,0,0,116.375,SAS,3,3,3,0,0,0,108.5
2039,POR,W,4,4,3,0,0,0,107.75,DEN,5,5,4,0,0,0,114.75
2040,CHI,W,4,4,3,0,0,0,115.71428571428571,BOS,5,5,4,0,0,0,123.14285714285714
2041,HOU,W,3,3,1,0,0,0,116.57142857142857,UTA,4,4,3,0,0,0,111.71428571428571
2042,MEM,W,5,5,3,0,0,0,111.875,BKN,3,3,3,0,0,0,104.0
2043,NYK,W,4,4,3,0,0,0,115.83333333333333,ORL,4,4,2,0,0,0,107.375
2044,PHI,W,4,4,2,0,0,0,108.85714285714286,IND,3,3,2,0,0,0,117.71428571428571
2045,MIA,L,5,5,3,1,1,1,111.625,TOR,4,4,2,0,0,0,112.0
2046,OKC,L,5,5,3,0,0,0,117.625,MIN,5,5,3,1,1,1,116.42857142857143
2047,CLE,W,2,2,2,0,0,0,109.16666666666667,WAS,3,3,3,0,0,0,100.5
2048,GSW,W,4,4,2,0,0,0,115.71428571428571,SAC,4,4,3,0,0,0,114.33333333333333
2049,NOP,L,6,6,4,0,0,0,117.71428571428571,UTA,3,3,3,0,0,0,110.0
2050,ATL,L,4,4,3,0,0,0,112.66666666666667,CHA,1,1,1,0,0,0,105.0
2051,LAL,L,1,1,1,0,0,0,102.25,POR,3,3,3,0,0,0,108.0
2052,LAC,L,4,4,3,0,0,0,111.5,PHX,2,2,2,0,0,0,111.66666666666667
2053,IND,W,2,2,1,0,0,0,116.66666666666667,DET,1,1,1,0,0,0,104.33333333333333
2054,MIA,W,4,4,3,0,0,0,111.57142857142857,TOR,4,4,2,0,0,0,112.42857142857143
2055,PHI,L,4,4,3,0,0,0,109.5,SAS,2,2,2,0,0,0,107.71428571428571
2056,CHI,L,4,4,4,0,0,0,119.0,CLE,1,1,1,0,0,0,105.4
2057,SAC,L,4,4,4,0,0,0,115.4,LAC,3,3,3,0,0,0,111.6
2058,ORL,L,4,4,3,0,0,0,105.57142857142857,BOS,4,4,3,0,0,0,122.66666666666667
2059,DEN,W,4,4,4,0,0,0,113.71428571428571,OKC,5,5,4,1,1,1,117.71428571428571
2060,MIL,W,1,1,1,0,0,0,102.5,HOU,3,3,2,0,0,0,118.5
2061,DAL,W,2,2,2,0,0,0,105.75,MEM,5,5,3,0,0,0,114.14285714285714
2062,NYK,W,3,3,3,1,1,1,113.0,DET,1,1,1,0,0,0,104.0
2063,WAS,W,2,2,2,0,0,0,100.2,CHI,4,4,4,0,0,0,122.8
2064,IND,L,2,2,2,0,0,0,113.2,SAS,1,1,1,0,0,0,102.83333333333333
2065,HOU,L,3,3,3,0,0,0,117.8,MEM,4,4,3,0,0,0,111.66666666666667
2066,POR,W,2,2,2,0,0,0,107.16666666666667,PHX,2,2,2,0,0,0,111.8
2067,CHA,L,1,1,1,0,0,0,103.83333333333333,NOP,5,5,4,0,0,0,116.66666666666667
2068,BKN,W,2,2,2,0,0,0,103.0,TOR,4,4,3,0,0,0,113.66666666666667
2069,MIA,L,4,4,4,0,0,0,112.83333333333333,BOS,3,3,3,0,0,0,125.0
2070,ATL,W,3,3,3,0,0,0,113.6,ORL,4,4,4,0,0,0,106.83333333333333
2071,GSW,L,4,4,3,0,0,0,114.5,DEN,3,3,3,1,1,1,111.33333333333333
2072,MIN,L,5,5,4,0,0,0,114.83333333333333,UTA,2,2,2,0,0,0,105.6
2073,LAL,L,1,1,1,0,0,0,103.0,LAC,2,2,2,0,0,0,113.75
2074,PHI,L,4,4,4,0,0,0,113.8,MIL,0,0,0,0,0,0,105.0
2075,ATL,W,2,2,2,0,0,0,112.75,HOU,3,3,3,0,0,0,120.5
2076,IND,L,2,2,2,0,0,0,114.75,WAS,1,1,1,0,0,0,96.75
2077,TOR,W,3,3,3,0,0,0,114.8,CLE,1,1,1,0,0,0,105.5
2078,MEM,W,3,3,3,0,0,0,111.0,NYK,3,3,3,0,0,0,113.25
2079,SAS,L,1,1,1,0,0,0,103.0,CHA,0,0,0,0,0,0,98.8
2080,SAC,L,4,4,4,1,1,1,117.25,POR,1,1,1,0,0,0,105.6
2081,MIN,W,4,4,4,0,0,0,114.8,OKC,5,5,4,0,0,0,119.33333333333333
2082,DET,W,0,0,0,0,0,0,101.75,ORL,4,4,4,0,0,0,106.4
2083,UTA,W,1,1,1,0,0,0,101.25,DEN,3,3,3,0,0,0,113.2
2084,BKN,L,2,2,2,0,0,0,101.75,NOP,4,4,4,0,0,0,114.0
2085,PHX,W,1,1,1,0,0,0,113.0,DAL,2,2,2,0,0,0,106.0
2086,MIA,L,4,4,4,0,0,0,113.8,CHI,3,3,3,0,0,0,124.5
2087,GSW,W,3,3,3,0,0,0,112.8,LAL,1,1,1,1,1,1,102.0
2088,BOS,W,2,2,2,0,0,0,124.75,PHI,4,4,4,0,0,0,113.0
2089,NOP,W,3,3,3,0,0,0,112.5,ATL,2,2,2,0,0,0,113.33333333333333
2090,IND,L,2,2,2,0,0,0,115.0,HOU,2,2,2,0,0,0,120.0
2091,UTA,L,1,1,1,0,0,0,101.33333333333333,DAL,1,1,1,0,0,0,101.5
2092,NYK,W,2,2,2,0,0,0,116.0,WAS,1,1,1,0,0,0,99.33333333333333
2093,SAC,W,3,3,3,1,1,1,112.0,LAL,1,1,1,0,0,0,105.2
2094,MIN,L,4,4,4,0,0,0,118.0,BKN,1,1,1,0,0,0,98.33333333333333
2095,ORL,W,3,3,3,0,0,0,104.5,CLE,1,1,1,0,0,0,104.66666666666667
2096,GSW,L,3,3,3,0,0,0,113.0,DEN,2,2,2,0,0,0,111.75
2097,TOR,W,2,2,2,1,1,1,109.25,BOS,2,2,2,0,0,0,121.66666666666667
2098,DET,L,0,0,0,0,0,0,98.66666666666667,MEM,2,2,2,0,0,0,107.25
2099,SAS,L,1,1,1,0,0,0,100.75,OKC,4,4,4,0,0,0,119.6
2100,LAL,L,1,1,1,0,0,0,103.25,MIN,3,3,3,1,1,1,118.0
2101,PHI,W,3,3,3,0,0,0,117.66666666666667,CHA,0,0,0,0,0,0,100.0
2102,IND,W,1,1,1,0,0,0,118.0,NYK,2,2,2,1,1,1,124.0
2103,CLE,W,0,0,0,0,0,0,104.5,ATL,2,2,2,0,0,0,120.5
2104,LAC,L,2,2,2,0,0,0,113.33333333333333,DEN,1,1,1,0,0,0,107.0
2105,PHX,L,1,1,1,0,0,0,116.0,SAC,2,2,2,0,0,0,115.5
2106,MIA,W,3,3,3,0,0,0,112.25,NOP,3,3,3,0,0,0,115.66666666666667
2107,MIL,L,0,0,0,0,0,0,107.0,BKN,0,0,0,0,0,0,94.0
2108,ORL,W,2,2,2,0,0,0,103.0,MEM,2,2,2,1,1,1,108.0
2109,CHI,W,2,2,2,0,0,0,123.66666666666667,MIL,0,0,0,0,0,0,108.0
2110,GSW,W,2,2,2,0,0,0,107.0,POR,1,1,1,0,0,0,107.5
2111,UTA,L,1,1,1,0,0,0,100.0,SAS,0,0,0,0,0,0,97.33333333333333
2112,DET,L,0,0,0,0,0,0,98.5,OKC,3,3,3,0,0,0,120.75
2113,CLE,L,0,0,0,0,0,0,112.0,PHI,2,2,2,1,1,1,120.0
2114,MIA,W,2,2,2,0,0,0,110.33333333333333,HOU,2,2,2,0,0,0,125.0
2115,DEN,W,0,0,0,0,0,0,107.0,PHX,1,1,1,0,0,0,121.5
2116,CHA,L,0,0,0,0,0,0,97.66666666666667,WAS,0,0,0,0,0,0,91.0
2117,SAS,L,0,0,0,0,0,0,97.5,NOP,2,2,2,0,0,0,118.0
2118,LAC,L,2,2,2,0,0,0,111.5,MIN,2,2,2,0,0,0,117.5
2119,OKC,W,2,2,2,0,0,0,113.0,MRA,0,0,0,0,0,0,83.0
2120,SAC,W,1,1,1,0,0,0,105.0,POR,1,1,1,0,0,0,112.0
2121,GSW,L,2,2,2,0,0,0,100.0,LAL,0,0,0,0,0,0,96.33333333333333
2122,TOR,L,2,2,2,0,0,0,113.0,CHI,1,1,1,0,0,0,128.0
2123,MIL,L,0,0,0,0,0,0,107.5,ATL,1,1,1,1,1,1,123.0
2124,NOP,W,1,1,1,0,0,0,129.0,DET,0,0,0,0,0,0,96.0
2125,NYK,W,1,1,1,0,0,0,117.0,IND,1,1,1,0,0,0,122.0
2126,DAL,L,1,1,1,0,0,0,98.0,ORL,1,1,1,0,0,0,99.5
2127,HOU,W,1,1,1,0,0,0,134.0,TOR,2,2,2,0,0,0,119.5
2128,MEM,L,2,2,2,0,0,0,108.0,MIA,1,1,1,0,0,0,110.0
2129,CHI,W,0,0,0,0,0,0,125.0,DEN,0,0,0,0,0,0,101.0
2130,CHA,L,0,0,0,0,0,0,95.0,BOS,1,1,1,1,1,1,126.5
2131,ATL,W,0,0,0,0,0,0,0.0,MIL,0,0,0,0,0,0,102.0
2132,BKN,L,0,0,0,0,0,0,108.0,MIA,0,0,0,0,0,0,111.0
2133,POR,W,0,0,0,0,0,0,99.0,MRA,0,0,0,0,0,0,81.0
2134,SAS,L,0,0,0,0,0,0,96.0,ORL,0,0,0,0,0,0,97.0
2135,LAL,L,0,0,0,0,0,0,95.0,MIN,1,1,1,0,0,0,121.0
2136,OKC,W,1,1,1,0,0,0,104.0,ADL,1,1,1,0,0,0,134.0
2137,LAL,L,0,0,0,0,0,0,75.0,PHX,0,0,0,0,0,0,124.0
2138,OKC,L,1,1,1,0,0,0,112.0,DAL,0,0,0,0,0,0,0.0
2139,BOS,L,1,1,1,0,0,0,134.0,TOR,1,1,1,0,0,0,114.0
2140,CHA,L,0,0,0,0,0,0,93.0,IND,0,0,0,0,0,0,0.0
2141,PHI,W,1,1,1,0,0,0,127.0,CLE,0,0,0,0,0,0,0.0
2142,MIA,L,0,0,0,0,0,0,0.0,MIN,0,0,0,0,0,0,0.0
2143,POR,L,0,0,0,0,0,0,97.0,UTA,0,0,0,0,0,0,82.0
2144,NYK,W,0,0,0,0,0,0,0.0,DET,0,0,0,0,0,0,0.0
2145,CHI,L,0,0,0,0,0,0,0.0,NOP,0,0,0,0,0,0,0.0
2146,MEM,W,1,1,1,0,0,0,107.0,ORL,0,0,0,0,0,0,0.0
2147,LAL,L,0,0,0,0,0,0,0.0,SAC,0,0,0,0,0,0,0.0
2148,DEN,L,0,0,0,0,0,0,0.0,OKC,0,0,0,0,0,0,0.0
2149,LAC,W,1,1,1,0,0,0,121.0,POR,0,0,0,0,0,0,0.0
2150,BKN,L,0,0,0,0,0,0,0.0,PHI,0,0,0,0,0,0,0.0
2151,BOS,W,0,0,0,0,0,0,0.0,CHA,0,0,0,0,0,0,0.0
2152,GSW,W,1,1,1,1,1,1,96.0,WAS,0,0,0,0,0,0,87.0
2153,PHX,L,0,0,0,0,0,0,0.0,ADL,0,0,0,0,0,0,0.0
2154,TOR,W,0,0,0,0,0,0,0.0,UTA,0,0,0,0,0,0,0.0
2155,HOU,W,0,0,0,0,0,0,0.0,SAS,0,0,0,0,0,0,0.0
2156,MIL,L,0,0,0,0,0,0,0.0,MEM,0,0,0,0,0,0,0.0
2157,LAC,W,0,0,0,0,0,0,0.0,MRA,0,0,0,0,0,0,0.0
2158,WAS,L,0,0,0,0,0,0,0.0,GSW,0,0,0,0,0,0,0.0
