,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
315,UTA,W,34,4,2,0,0,0,114.6,BOS,51,5,4,0,0,0,114.7
316,RAP,L,21,5,1,0,0,0,113.9,OSC,15,6,3,1,1,1,114.0
317,IND,L,34,6,3,0,0,0,124.1,PHI,51,8,5,3,3,3,121.2
318,CPS,L,27,6,4,1,1,1,121.0,GRG,13,3,1,0,0,0,106.7
319,STO,L,31,9,5,0,0,0,124.5,SXF,28,6,4,1,1,1,121.3
320,LAC,L,39,5,4,0,0,0,121.7,ORL,32,3,1,1,1,1,116.2
321,MCC,W,19,7,4,0,0,0,112.3,WES,15,2,1,0,0,0,114.5
322,WCB,W,27,7,3,0,0,0,117.4,DEL,28,7,3,0,0,0,126.9
323,SCW,W,23,6,3,1,1,1,118.6,IWA,19,2,1,0,0,0,114.5
324,TOR,W,37,5,2,0,0,0,109.4,MIN,39,4,1,1,1,1,115.9
325,CLC,W,27,5,2,1,1,1,112.4,LIN,32,7,2,0,0,0,116.8
326,NYK,W,44,7,2,1,1,1,118.4,DEN,50,5,1,0,0,0,115.7
327,CHI,W,35,6,3,2,2,2,116.3,MIA,42,6,3,0,0,0,115.4
328,MEM,W,45,6,4,1,1,1,115.5,GSW,39,5,2,2,2,2,118.2
329,MHU,W,31,8,3,2,2,2,115.1,RGV,29,7,5,2,2,2,117.7
330,POR,L,32,3,1,0,0,0,111.8,BOS,50,5,3,1,1,1,113.1
331,ATL,W,36,5,2,0,0,0,122.3,GSW,39,6,2,1,1,1,117.2
332,MHU,L,31,9,4,2,2,2,115.9,RGV,28,6,5,1,1,1,117.4
333,LAL,L,35,6,3,1,1,1,113.3,DAL,37,4,2,2,2,2,119.0
334,SAS,L,19,4,2,0,0,0,112.8,MEM,44,6,3,3,3,3,114.1
335,WIS,W,17,3,1,0,0,0,116.9,MNE,28,6,3,1,1,1,115.0
336,SCW,W,22,6,2,0,0,0,118.9,IWA,19,3,2,0,0,0,114.5
337,CLE,W,45,6,3,2,2,2,114.4,WAS,33,4,2,0,0,0,109.6
338,CCG,W,24,4,3,0,0,0,113.8,TEX,16,1,1,0,0,0,110.4
339,HOU,W,20,4,2,0,0,0,114.6,NOP,37,3,2,2,2,2,108.1
340,CHA,L,22,4,2,1,1,1,105.6,PHI,50,7,5,2,2,2,119.8
341,CHI,W,34,5,2,0,0,0,112.4,MIN,39,4,2,1,1,1,113.4
342,CPS,W,26,5,4,0,0,0,118.5,GRG,13,3,1,0,0,0,105.3
343,CLC,W,26,4,1,0,0,0,109.7,LIN,32,8,3,0,0,0,116.5
344,BKN,L,41,5,3,0,0,0,115.0,SAC,45,8,4,1,1,1,129.9
345,PHX,W,38,5,2,0,0,0,115.9,ORL,32,4,1,1,1,1,115.7
346,DEL,L,28,7,4,1,1,1,125.1,TEX,15,0,0,0,0,0,108.3
347,AUS,L,13,2,2,0,0,0,106.9,SBL,32,8,3,1,1,1,125.1
348,WES,L,15,3,1,0,0,0,115.0,FWN,26,4,1,1,1,1,118.3
349,RAP,L,21,5,2,0,0,0,114.7,OSC,14,5,3,0,0,0,113.1
350,GBO,W,15,1,0,0,0,0,110.4,MXC,29,5,3,1,1,1,109.0
351,TOR,W,36,5,2,0,0,0,108.1,OKC,39,6,4,1,1,1,117.9
352,DET,L,16,1,1,1,1,1,105.5,DEN,49,5,1,0,0,0,115.3
353,GLI,L,15,4,2,0,0,0,111.4,SXF,27,6,3,1,1,1,119.5
354,MIL,L,50,8,4,2,2,2,122.5,IND,33,6,3,0,0,0,121.9
355,CHI,L,34,5,3,0,0,0,112.3,SAC,44,8,3,1,1,1,131.5
356,HOU,W,19,3,2,0,0,0,113.3,LAL,35,7,4,1,1,1,114.7
357,CLE,L,45,6,4,1,1,1,114.4,PHI,49,7,5,3,3,3,119.0
358,WCB,L,27,8,4,0,0,0,117.7,MHU,30,9,4,0,0,0,117.2
359,WIS,L,17,4,2,0,0,0,119.6,MNE,27,6,2,0,0,0,115.7
360,AUS,L,13,3,2,0,0,0,108.9,SBL,31,7,3,0,0,0,124.7
361,MIA,W,41,5,3,1,1,1,111.9,MEM,44,6,3,1,1,1,112.7
362,OKL,L,18,3,1,1,1,1,105.7,ONT,15,5,3,0,0,0,107.6
363,SAS,L,19,4,2,0,0,0,111.0,DAL,36,3,1,2,2,2,116.2
364,MIN,L,39,5,3,0,0,0,115.6,BOS,49,5,2,1,1,1,116.9
365,MCC,W,18,7,3,0,0,0,112.0,CLC,26,5,1,2,2,2,111.5
366,GBO,L,15,2,1,0,0,0,112.6,MXC,28,5,2,0,0,0,109.0
367,GLI,L,15,4,2,0,0,0,108.7,SXF,26,5,2,0,0,0,117.0
368,SCW,W,21,6,2,1,1,1,116.9,SLC,23,7,3,2,2,2,120.3
369,LAC,W,38,5,3,1,1,1,121.7,GSW,39,7,2,2,2,2,116.2
370,POR,L,32,3,2,1,1,1,112.7,NYK,43,7,2,0,0,0,117.6
371,OKC,W,38,5,4,1,1,1,117.3,BKN,41,5,4,0,0,0,113.0
372,TOR,W,35,5,1,0,0,0,107.9,DEN,49,6,2,1,1,1,116.1
373,STO,W,30,8,5,1,1,1,120.7,WES,15,3,1,0,0,0,115.0
374,GRG,W,12,3,0,0,0,0,105.3,RAP,21,5,3,1,1,1,114.2
375,SAS,W,18,3,2,0,0,0,108.7,ORL,32,4,2,2,2,2,115.6
376,NOP,L,37,3,2,1,1,1,107.5,LAL,34,7,3,2,2,2,114.4
377,LIN,L,32,9,4,1,1,1,117.4,FWN,25,3,0,0,0,0,116.0
378,CHA,L,22,5,2,0,0,0,107.3,CLE,44,5,4,2,2,2,113.6
379,WAS,W,32,3,1,2,2,2,108.8,DET,16,1,1,0,0,0,106.4
380,PHX,L,38,6,3,0,0,0,117.5,MIL,49,8,4,1,1,1,123.7
381,DEL,W,27,7,4,0,0,0,123.3,TEX,15,0,0,0,0,0,106.8
382,DAL,L,36,3,2,1,1,1,119.5,MEM,43,6,2,1,1,1,114.0
383,DET,W,15,0,0,0,0,0,105.6,IND,33,6,3,2,2,2,123.9
384,WIS,L,17,4,2,0,0,0,119.2,MHU,29,8,4,1,1,1,116.6
385,GSW,W,38,6,2,0,0,0,115.0,PHX,38,7,4,3,3,3,118.0
386,IWA,L,19,3,2,0,0,0,115.6,BHM,8,4,3,0,0,0,113.4
387,MIA,W,40,4,3,1,1,1,109.9,UTA,34,5,2,0,0,0,115.4
388,SAC,L,44,8,4,0,0,0,130.0,MIL,48,8,3,1,1,1,121.6
389,OKL,W,17,2,1,0,0,0,106.9,ONT,15,6,3,0,0,0,110.2
390,HOU,W,18,2,2,0,0,0,111.8,BOS,49,6,2,1,1,1,118.7
391,ATL,L,36,5,2,0,0,0,120.9,MIN,38,4,3,0,0,0,112.7
392,OSC,L,14,5,4,1,1,1,116.7,CCG,23,4,2,0,0,0,115.5
393,SLC,L,23,8,4,1,1,1,120.6,STO,29,8,5,3,3,3,118.8
394,MXC,L,28,6,2,0,0,0,109.8,WCB,26,7,4,0,0,0,116.3
395,OSC,W,13,4,3,0,0,0,116.1,CCG,23,4,2,0,0,0,117.5
396,TEX,L,15,1,0,1,1,1,109.3,GLI,14,3,2,0,0,0,107.0
397,LAL,L,34,7,4,1,1,1,115.1,NYK,42,7,2,0,0,0,118.6
398,SXF,W,25,4,2,1,1,1,113.8,AUS,13,3,2,0,0,0,108.0
399,DEN,L,49,7,3,0,0,0,115.3,BKN,40,5,4,0,0,0,112.4
400,PHI,W,48,7,4,1,1,1,119.6,WAS,32,4,1,2,2,2,110.9
401,MNE,W,26,6,1,2,2,2,115.1,LIN,32,10,5,1,1,1,119.3
402,SAS,L,18,3,3,0,0,0,110.3,OKC,37,4,4,3,3,3,119.0
403,CHA,L,22,6,2,0,0,0,108.5,CLE,43,5,3,1,1,1,113.9
404,NOP,W,36,3,2,1,1,1,105.1,POR,32,3,2,1,1,1,111.8
405,GRG,L,12,3,1,0,0,0,102.6,RAP,20,5,3,0,0,0,114.5
406,RGV,W,27,6,4,2,2,2,118.0,IWA,19,3,2,0,0,0,116.2
407,CHA,L,22,7,2,0,0,0,111.8,UTA,33,4,1,1,1,1,115.5
408,SCW,W,20,5,1,0,0,0,116.7,WES,15,3,1,0,0,0,113.8
409,SBL,L,31,8,4,2,2,2,126.2,STO,28,8,5,1,1,1,118.6
410,ORL,W,31,4,1,0,0,0,113.0,MIA,40,4,3,2,2,2,109.0
411,CLC,L,26,5,2,0,0,0,112.0,ONT,14,5,3,1,1,1,111.3
412,PHX,L,38,7,4,2,2,2,116.8,SAC,43,8,4,1,1,1,130.5
413,HOU,L,18,2,2,1,1,1,111.1,CHI,33,4,2,0,0,0,109.5
414,ATL,L,36,5,3,0,0,0,122.2,BOS,48,5,2,1,1,1,117.8
415,MEM,W,42,5,2,0,0,0,113.7,DAL,36,3,2,1,1,1,121.5
416,DEL,L,27,8,5,1,1,1,128.3,CPS,25,5,3,2,2,2,116.9
417,GSW,W,37,5,2,0,0,0,114.9,MIL,48,9,4,1,1,1,123.1
418,NOP,L,36,3,2,3,3,3,106.2,OKC,36,4,3,0,0,0,121.3
419,DET,L,15,0,0,0,0,0,105.9,IND,32,5,3,1,1,1,123.1
420,LAC,W,37,4,2,1,1,1,121.7,NYK,42,8,3,0,0,0,121.5
421,FWN,L,25,3,1,2,2,2,119.5,MCC,17,7,2,1,1,1,108.7
422,OKL,L,17,2,2,1,1,1,107.8,SLC,22,8,4,3,3,3,122.5
423,CLC,L,26,5,3,0,0,0,110.2,ONT,13,4,2,0,0,0,111.7
424,AUS,W,12,2,1,0,0,0,106.5,GBO,15,2,1,0,0,0,113.5
425,PHI,W,47,7,4,1,1,1,119.9,POR,32,4,2,0,0,0,112.6
426,SAS,W,17,2,2,0,0,0,110.6,DEN,49,8,4,2,2,2,115.2
427,MIA,W,39,3,2,1,1,1,107.9,CLE,43,6,4,2,2,2,112.1
428,LAL,W,33,7,3,0,0,0,113.8,TOR,35,6,2,1,1,1,108.6
429,MIN,L,38,5,3,0,0,0,114.7,BKN,39,4,3,1,1,1,110.6
430,WAS,L,32,5,2,1,1,1,112.8,ATL,35,5,2,1,1,1,123.3
431,MIL,W,47,9,4,2,2,2,123.2,BKN,39,4,3,2,2,2,109.1
432,MNE,L,26,7,2,2,2,2,117.5,LIN,31,10,5,0,0,0,118.9
433,TEX,L,15,2,0,0,0,0,111.3,WCB,25,7,4,1,1,1,114.4
434,SAC,W,42,7,4,0,0,0,129.7,NYK,42,9,4,1,1,1,122.4
435,ORL,L,31,4,2,0,0,0,110.9,UTA,32,4,1,1,1,1,114.6
436,CPS,L,25,6,4,1,1,1,118.2,GLI,13,3,2,0,0,0,104.6
437,OSC,L,13,4,3,1,1,1,114.6,WIS,16,3,2,0,0,0,119.3
438,RGV,W,26,6,4,1,1,1,116.4,IWA,19,3,2,0,0,0,115.8
439,RAP,L,20,5,4,0,0,0,115.0,DEL,26,8,5,3,3,3,127.8
440,IND,W,31,4,3,1,1,1,120.1,HOU,18,2,2,1,1,1,108.1
441,MEM,W,41,5,2,0,0,0,113.4,GSW,37,6,3,2,2,2,117.4
442,FWN,L,25,4,1,2,2,2,121.2,MCC,16,7,2,0,0,0,108.5
443,DET,L,15,1,0,2,2,2,109.4,CHA,21,6,2,1,1,1,111.0
444,BHM,W,7,3,2,1,1,1,111.0,SCW,20,6,2,0,0,0,116.5
445,RGV,W,25,6,3,0,0,0,117.4,GBO,15,3,1,0,0,0,115.8
446,BOS,W,47,5,1,0,0,0,118.2,POR,32,4,2,0,0,0,116.2
447,WAS,L,32,5,3,1,1,1,113.4,ATL,34,5,2,0,0,0,122.7
448,LAC,W,36,3,1,1,1,1,121.3,TOR,35,6,2,0,0,0,110.2
449,SBL,W,30,8,4,0,0,0,125.7,SXF,25,5,3,1,1,1,113.3
450,MIA,L,39,4,3,1,1,1,108.6,CLE,42,6,3,1,1,1,113.5
451,TEX,L,15,2,0,0,0,0,109.6,WCB,24,6,4,0,0,0,114.4
452,NOP,W,35,3,1,1,1,1,106.5,DAL,36,4,2,2,2,2,123.1
453,CPS,W,24,5,3,0,0,0,115.9,GLI,13,3,2,0,0,0,104.8
454,RAP,L,20,5,4,0,0,0,116.5,DEL,25,8,4,2,2,2,127.6
455,DEN,L,49,8,4,1,1,1,116.0,CHI,32,3,2,1,1,1,106.7
456,OKL,L,17,3,2,1,1,1,110.2,SLC,21,8,4,2,2,2,125.2
457,PHX,W,37,7,4,1,1,1,115.2,OKC,36,4,3,0,0,0,121.2
458,MIN,L,38,5,3,1,1,1,116.5,PHI,46,7,3,0,0,0,118.3
459,GRG,L,12,3,1,0,0,0,104.5,ONT,12,3,2,0,0,0,111.8
460,STO,W,27,7,4,0,0,0,117.0,WES,15,3,1,0,0,0,114.1
461,OKC,W,35,4,2,0,0,0,121.3,GSW,37,6,4,2,2,2,114.9
462,DET,L,15,1,0,0,0,0,106.2,WAS,31,5,2,1,1,1,114.2
463,NYK,L,42,9,5,2,2,2,122.7,CHA,20,5,2,0,0,0,111.4
464,DAL,W,35,4,2,3,3,3,122.1,UTA,32,4,2,1,1,1,114.8
465,OSC,W,12,4,3,0,0,0,115.8,WIS,16,3,2,0,0,0,119.3
466,ORL,L,31,5,2,0,0,0,110.1,MIL,46,9,4,2,2,2,121.3
467,LAL,W,32,6,3,1,1,1,113.2,MEM,41,6,3,1,1,1,113.5
468,HOU,L,18,2,2,0,0,0,111.3,BKN,38,4,2,0,0,0,108.9
469,BHM,W,6,3,2,0,0,0,109.6,SCW,20,7,3,0,0,0,117.6
470,LIN,W,30,10,5,1,1,1,120.6,MCC,16,7,3,0,0,0,108.5
471,DET,L,15,1,0,0,0,0,105.7,POR,31,4,2,1,1,1,117.7
472,CLE,W,41,6,2,2,2,2,113.0,BOS,47,6,2,1,1,1,119.5
473,SAC,W,41,7,4,0,0,0,130.4,NOP,35,4,1,1,1,1,109.3
474,DEN,W,48,8,4,0,0,0,118.8,TOR,35,7,3,0,0,0,110.1
475,TEX,L,15,2,0,0,0,0,107.8,SLC,20,8,3,1,1,1,123.6
476,IND,L,31,4,3,0,0,0,116.9,PHI,45,7,2,2,2,2,115.5
477,SBL,L,30,8,5,0,0,0,124.6,SXF,24,5,2,0,0,0,110.4
478,MIA,W,38,4,2,2,2,2,105.3,ATL,34,5,3,1,1,1,120.6
479,MHU,W,28,8,4,1,1,1,118.6,AUS,12,3,1,2,2,2,110.2
480,RAP,W,19,5,3,0,0,0,116.2,GLI,13,3,2,0,0,0,103.9
481,MXC,L,28,7,3,1,1,1,112.2,CCG,22,4,2,0,0,0,119.7
482,WCB,L,24,7,4,1,1,1,116.8,WES,14,2,1,0,0,0,113.2
483,WAS,L,31,6,2,1,1,1,114.9,MIL,45,9,4,1,1,1,122.3
484,OKC,W,34,4,1,1,1,1,121.7,UTA,32,4,2,1,1,1,114.0
485,MXC,W,27,7,2,0,0,0,112.0,CCG,22,4,2,0,0,0,118.8
486,LAC,W,35,3,0,0,0,0,120.2,MEM,41,6,3,0,0,0,110.9
487,BKN,W,37,3,1,3,3,3,109.9,CHA,20,5,3,0,0,0,113.2
488,LAL,W,31,5,3,3,3,3,114.9,GSW,37,6,5,1,1,1,116.6
489,BHM,L,6,4,2,0,0,0,108.7,RGV,24,6,2,1,1,1,115.0
490,CHI,L,32,3,3,1,1,1,105.0,IND,30,3,3,2,2,2,114.7
491,DAL,L,35,5,2,2,2,2,121.9,PHX,36,7,3,1,1,1,113.8
492,HOU,W,17,1,1,2,2,2,109.1,SAS,17,2,2,2,2,2,109.4
493,ONT,L,12,4,2,0,0,0,113.4,MNE,25,6,2,0,0,0,115.1
494,BOS,L,47,7,3,1,1,1,117.2,NYK,41,9,5,2,2,2,119.8
495,OSC,W,11,3,2,0,0,0,115.3,GRG,12,3,2,0,0,0,105.5
496,ORL,L,31,5,3,1,1,1,108.0,POR,30,3,1,0,0,0,116.3
497,CLE,W,40,6,1,3,3,3,113.0,DET,15,1,0,0,0,0,106.7
498,SAC,L,41,8,5,1,1,1,131.0,MIN,37,5,2,1,1,1,115.5
499,CPS,W,23,5,2,2,2,2,115.8,GBO,15,4,1,1,1,1,118.1
500,SXF,L,24,6,3,0,0,0,110.0,IWA,18,3,1,3,3,3,118.7
501,WIS,L,16,3,2,1,1,1,120.7,WCB,23,6,4,2,2,2,116.4
502,STO,W,26,6,4,1,1,1,115.0,TEX,15,2,0,0,0,0,108.9
503,SCW,L,20,7,4,1,1,1,118.4,CLC,25,4,3,0,0,0,108.7
504,RAP,W,18,5,2,1,1,1,116.9,FWN,25,4,2,0,0,0,122.1
505,SAS,L,17,2,2,2,2,2,108.8,HOU,16,0,0,1,1,1,109.0
506,WAS,L,31,6,3,1,1,1,113.1,TOR,34,7,3,0,0,0,109.1
507,SBL,W,29,8,5,1,1,1,125.1,MNE,25,6,3,1,1,1,117.9
508,MHU,L,28,8,5,1,1,1,118.2,AUS,11,2,0,1,1,1,109.5
509,MIL,L,45,10,5,1,1,1,121.6,PHI,44,6,2,1,1,1,112.1
510,MIA,W,37,4,1,1,1,1,105.2,ATL,34,5,3,1,1,1,120.5
511,OKC,W,33,3,0,0,0,0,120.1,UTA,32,4,3,1,1,1,114.5
512,DEN,W,47,7,4,1,1,1,117.3,MEM,41,6,4,1,1,1,112.5
513,SAC,W,40,7,4,2,2,2,128.6,LAC,35,4,1,1,1,1,120.9
514,LAL,L,31,5,4,0,0,0,117.3,MIN,36,4,2,3,3,3,116.5
515,OKL,L,17,4,2,1,1,1,110.0,RGV,23,6,1,0,0,0,114.9
516,BOS,L,47,8,4,3,3,3,117.8,BKN,36,2,1,0,0,0,110.0
517,GSW,W,36,6,4,0,0,0,119.9,NOP,35,5,1,2,2,2,112.5
518,CHA,L,20,5,4,1,1,1,113.9,ORL,30,5,2,2,2,2,108.2
519,GLI,L,13,4,2,0,0,0,104.3,CCG,21,4,1,0,0,0,118.4
520,MIA,L,37,4,1,0,0,0,104.7,NYK,40,9,5,1,1,1,118.4
521,CHI,L,32,3,3,0,0,0,103.5,PHX,35,7,3,1,1,1,111.9
522,SXF,L,24,7,3,0,0,0,106.4,IWA,17,2,1,2,2,2,118.4
523,ATL,W,33,5,2,0,0,0,119.1,POR,30,3,1,1,1,1,117.3
524,WES,L,14,3,2,1,1,1,113.0,DEL,24,8,3,2,2,2,128.3
525,SAS,W,16,1,1,1,1,1,110.3,IND,30,4,3,0,0,0,115.5
526,WAS,W,30,5,3,0,0,0,113.5,TOR,34,8,4,0,0,0,110.0
527,AUS,L,11,2,1,0,0,0,110.2,BHM,5,3,1,1,1,1,106.6
528,SCW,W,19,7,4,0,0,0,118.8,CLC,25,4,3,0,0,0,107.6
529,STO,W,25,6,3,0,0,0,114.7,TEX,15,2,1,0,0,0,109.7
530,GSW,W,35,6,3,1,1,1,120.3,LAC,35,4,2,1,1,1,122.3
531,CPS,W,22,5,1,1,1,1,116.1,GBO,15,5,1,1,1,1,117.6
532,RAP,W,17,4,2,0,0,0,112.9,FWN,25,5,3,0,0,0,121.8
533,SBL,W,28,7,4,0,0,0,123.1,MNE,25,6,4,1,1,1,115.7
534,DAL,W,34,4,1,0,0,0,119.9,PHI,44,6,3,0,0,0,109.2
535,GRG,L,12,3,2,0,0,0,105.8,MCC,15,6,3,2,2,2,110.3
536,NYK,W,39,8,5,1,1,1,117.0,BKN,36,3,1,2,2,2,110.7
537,HOU,L,16,0,0,0,0,0,110.2,MEM,40,5,3,1,1,1,112.4
538,WES,L,14,4,2,1,1,1,111.8,DEL,23,7,3,1,1,1,126.6
539,MIL,W,44,10,5,1,1,1,118.3,ORL,30,6,3,0,0,0,109.2
540,BOS,W,46,7,3,0,0,0,115.5,CLE,40,7,2,2,2,2,113.9
541,OKC,L,33,4,1,1,1,1,123.7,LAL,30,5,3,0,0,0,116.2
542,POR,L,30,4,2,1,1,1,118.7,NOP,34,4,1,0,0,0,111.0
543,CHA,L,20,5,5,0,0,0,116.0,PHX,34,6,3,1,1,1,111.4
544,MIA,L,37,4,1,1,1,1,105.5,PHI,43,6,3,0,0,0,111.0
545,DET,L,15,2,0,0,0,0,107.0,CHI,31,3,2,2,2,2,104.6
546,UTA,L,32,5,3,1,1,1,118.2,SAS,15,0,0,2,2,2,111.0
547,SLC,L,20,9,4,1,1,1,124.6,WIS,15,2,2,0,0,0,118.9
548,OKL,L,17,4,2,1,1,1,112.3,SXF,23,6,2,0,0,0,107.8
549,LAC,L,35,5,2,1,1,1,123.0,MIN,35,4,1,2,2,2,117.6
550,MHU,W,27,7,5,0,0,0,118.6,GRG,12,4,3,0,0,0,107.0
551,GLI,W,12,3,1,1,1,1,104.0,IWA,17,3,1,0,0,0,120.9
552,BKN,L,36,3,1,2,2,2,109.9,MIL,43,10,5,1,1,1,118.9
553,ATL,L,33,6,3,0,0,0,120.7,WAS,29,4,2,0,0,0,113.2
554,DAL,L,34,5,1,0,0,0,118.8,IND,29,3,2,0,0,0,114.2
555,MEM,W,39,5,3,0,0,0,111.5,LAL,30,6,4,1,1,1,118.2
556,TOR,W,33,7,4,1,1,1,112.4,CHI,31,4,2,2,2,2,107.7
557,RGV,L,23,6,2,0,0,0,115.6,LIN,29,10,5,0,0,0,121.3
558,OKC,L,33,4,1,0,0,0,122.6,SAC,39,6,4,2,2,2,126.7
559,GSW,W,34,5,3,2,2,2,119.7,POR,30,5,2,1,1,1,120.4
560,STO,W,24,6,3,0,0,0,114.7,CLC,25,4,4,0,0,0,108.3
561,HOU,L,16,1,0,0,0,0,110.2,DEN,46,7,4,2,2,2,116.8
562,NOP,L,34,4,1,0,0,0,113.0,ORL,29,5,2,1,1,1,108.5
563,PHI,L,43,7,4,0,0,0,111.6,MIA,36,4,1,0,0,0,105.4
564,CCG,L,21,4,2,2,2,2,116.9,DEL,22,7,3,1,1,1,126.5
565,MCC,L,15,6,4,0,0,0,110.2,OSC,10,2,1,1,1,1,114.2
566,GLI,W,11,2,1,0,0,0,102.9,IWA,17,3,1,0,0,0,122.2
567,NYK,W,38,8,5,1,1,1,116.7,BOS,46,8,4,1,1,1,120.0
568,CHA,W,19,4,4,0,0,0,114.1,DET,15,2,1,2,2,2,106.9
569,SLC,W,19,8,4,0,0,0,122.3,WIS,15,3,2,0,0,0,120.4
570,MXC,W,26,6,2,0,0,0,110.7,ONT,12,5,3,1,1,1,117.6
571,POR,W,29,5,2,2,2,2,120.2,HOU,16,2,0,0,0,0,110.5
572,DEN,W,45,7,4,4,4,4,116.8,LAC,35,5,2,0,0,0,120.5
573,MIL,W,42,10,5,0,0,0,122.0,PHX,34,7,3,0,0,0,112.7
574,OKL,W,16,4,1,0,0,0,113.2,CPS,22,5,2,0,0,0,117.7
575,OKC,L,33,4,2,0,0,0,123.1,SAC,38,6,3,1,1,1,126.2
576,MXC,L,26,6,3,0,0,0,113.1,ONT,11,5,2,0,0,0,118.8
577,AUS,L,11,3,1,0,0,0,113.7,LIN,28,10,5,0,0,0,121.7
578,DAL,L,34,6,2,2,2,2,119.1,LAL,29,5,3,0,0,0,117.5
579,CLE,W,39,7,2,0,0,0,114.9,TOR,33,7,4,3,3,3,113.7
580,CHI,W,30,4,1,1,1,1,108.9,WAS,29,5,3,2,2,2,117.7
581,GSW,W,33,4,2,1,1,1,120.2,MIN,35,4,2,1,1,1,118.3
582,GRG,W,11,3,2,0,0,0,106.5,FWN,25,6,3,3,3,3,123.8
583,ATL,W,32,5,3,0,0,0,120.3,BKN,36,4,2,2,2,2,109.3
584,WCB,W,22,6,3,0,0,0,116.5,WES,14,5,2,0,0,0,111.3
585,CCG,L,21,4,2,2,2,2,115.5,DEL,21,7,3,0,0,0,125.2
586,SCW,L,19,7,4,1,1,1,119.3,SLC,18,7,4,1,1,1,120.9
587,NYK,W,37,7,4,0,0,0,116.2,NOP,34,4,2,0,0,0,113.4
588,DET,L,15,2,1,0,0,0,109.2,TOR,32,7,4,2,2,2,116.5
589,CHA,W,18,3,3,1,1,1,114.8,MIA,36,4,2,2,2,2,106.8
590,ORL,L,29,6,3,1,1,1,109.6,IND,28,2,1,2,2,2,112.1
591,UTA,W,31,5,3,0,0,0,117.2,SAS,15,0,0,2,2,2,111.4
592,MEM,W,38,4,3,0,0,0,110.3,DEN,45,8,4,1,1,1,119.6
593,CLC,W,24,3,3,1,1,1,108.1,OSC,10,3,1,0,0,0,115.8
594,MCC,L,15,7,5,0,0,0,113.9,RAP,16,4,1,1,1,1,113.5
595,TEX,L,15,3,2,0,0,0,112.0,RGV,22,6,2,2,2,2,115.4
596,GBO,W,14,5,1,1,1,1,117.0,MNE,25,6,5,2,2,2,116.6
597,PHI,L,43,7,5,0,0,0,111.8,BOS,45,8,4,2,2,2,121.5
598,SBL,W,27,7,4,1,1,1,123.5,IWA,17,3,1,0,0,0,120.8
599,CHI,W,29,3,0,2,2,2,106.1,BKN,36,5,2,1,1,1,112.8
600,ATL,W,31,4,2,0,0,0,118.0,CLE,39,7,3,2,2,2,112.7
601,GSW,W,32,4,1,2,2,2,121.4,HOU,16,2,0,0,0,0,109.9
602,SCW,W,18,7,4,1,1,1,121.4,AUS,11,3,1,0,0,0,111.9
603,CLC,W,23,3,2,0,0,0,106.7,OSC,10,4,1,0,0,0,117.8
604,PHX,W,33,7,3,0,0,0,113.1,OKC,33,5,3,0,0,0,122.8
605,MHU,W,26,7,5,1,1,1,117.3,GLI,11,2,1,0,0,0,105.1
606,TEX,L,15,3,2,0,0,0,111.4,WIS,14,2,1,0,0,0,118.3
607,GBO,L,14,5,1,1,1,1,117.6,MNE,24,6,5,1,1,1,116.1
608,LAC,L,35,6,3,1,1,1,115.0,SAC,37,6,3,1,1,1,120.4
609,DEL,L,21,7,4,0,0,0,124.6,MCC,14,7,5,1,1,1,114.8
610,BHM,L,5,3,1,0,0,0,106.3,CPS,21,4,2,0,0,0,117.3
611,MIL,W,41,10,5,1,1,1,123.3,MIA,36,5,3,2,2,2,107.9
612,WAS,L,29,6,4,1,1,1,118.1,NYK,36,6,4,2,2,2,116.2
613,WES,L,14,5,2,0,0,0,109.3,FWN,24,5,2,0,0,0,123.7
614,MIN,L,35,5,2,0,0,0,118.7,CHA,17,3,2,1,1,1,114.9
615,GRG,L,11,4,2,0,0,0,106.7,CCG,20,4,2,1,1,1,114.7
616,IND,L,28,2,1,1,1,1,111.4,BOS,44,7,4,0,0,0,119.0
617,PHI,W,42,7,4,0,0,0,113.4,MEM,38,4,3,1,1,1,111.8
618,SXF,W,22,5,2,0,0,0,106.0,MXC,26,7,4,0,0,0,115.0
619,DAL,W,33,5,2,1,1,1,114.9,SAS,15,0,0,0,0,0,111.6
620,LAL,W,28,4,2,2,2,2,117.2,GSW,32,5,2,1,1,1,123.2
621,UTA,W,30,4,2,0,0,0,117.6,OKC,33,5,3,0,0,0,124.1
622,STO,W,23,5,3,1,1,1,114.4,ONT,11,5,2,0,0,0,117.5
623,ORL,W,28,5,2,0,0,0,109.7,DET,15,3,1,2,2,2,111.6
624,TOR,W,31,6,4,0,0,0,116.7,NOP,34,4,3,1,1,1,112.7
625,BHM,L,5,4,1,0,0,0,106.4,OKL,15,4,0,0,0,0,113.2
626,CLE,L,39,8,4,0,0,0,114.0,DEN,44,7,4,1,1,1,120.0
627,RGV,L,22,7,3,0,0,0,118.7,SBL,26,6,4,1,1,1,122.7
628,SAC,W,36,5,3,1,1,1,118.1,POR,29,5,2,1,1,1,119.1
629,MHU,W,25,6,4,0,0,0,116.1,GLI,11,2,1,0,0,0,104.6
